,County_Name,Civilian employed population 16 years and over_2010,"Agriculture, forestry, fishing and hunting, and mining_2010",Construction_2010,Manufacturing_2010,Wholesale trade_2010,Retail trade_2010,"Transportation and warehousing, and utilities_2010",Information_2010,"Finance and insurance, and real estate and rental and leasing_2010","Professional, scientific, and management, and administrative and waste management services_2010","Educational services, and health care and social assistance_2010","Arts, entertainment, and recreation, and accommodation and food services_2010","Other services, except public administration_2010",Public administration_2010,Industry_2010,Civilian employed population 16 years and over_2015,"Agriculture, forestry, fishing and hunting, and mining_2015",Construction_2015,Manufacturing_2015,Wholesale trade_2015,Retail trade_2015,"Transportation and warehousing, and utilities_2015",Information_2015,"Finance and insurance, and real estate and rental and leasing_2015","Professional, scientific, and management, and administrative and waste management services_2015","Educational services, and health care and social assistance_2015","Arts, entertainment, and recreation, and accommodation and food services_2015","Other services, except public administration_2015",Public administration_2015,Industry_2019,Civilian employed population 16 years and over_2019,"Agriculture, forestry, fishing and hunting, and mining_2019",Construction_2019,Manufacturing_2019,Wholesale trade_2019,Retail trade_2019,"Transportation and warehousing, and utilities_2019",Information_2019,"Finance and insurance, and real estate and rental and leasing_2019","Professional, scientific, and management, and administrative and waste management services_2019","Educational services, and health care and social assistance_2019","Arts, entertainment, and recreation, and accommodation and food services_2019","Other services, except public administration_2019",Public administration_2019,Industry_2015,2019_Median_AQI,2015_Median_AQI,2010_Median_AQI
398,"Clark County, Ohio","57,900",673,"2,540","7,467","2,591","7,505","2,286",433,"3,132","3,334","15,563","6,473","2,524","3,379",4.60%,"60,796",479,"2,626","11,522","1,868","6,940","2,766",553,"3,490","5,452","15,451","4,856","2,727","2,066",12.70%,"60,900",591,"3,582","9,821","1,543","7,622","2,959",434,"2,578","4,061","14,746","7,014","2,817","3,132",12.60%,45.0,44.0,52.0
399,"Clermont County, Ohio","94,269",367,"4,968","15,309","2,180","13,137","4,158","1,064","8,110","9,196","20,232","7,645","5,037","2,866",6.30%,"100,135",138,"7,182","16,640","2,794","13,513","4,688","1,872","8,658","12,135","18,397","6,587","4,925","2,606",9.40%,"105,011",155,"8,023","14,903","3,131","14,087","4,723","1,101","8,920","13,787","20,141","8,608","4,615","2,817",10.60%,40.0,44.0,53.0
400,"Columbiana County, Ohio","43,698",726,"2,473","7,067","1,033","5,753","3,083",949,"1,650","3,003","10,735","4,372","1,842","1,012",3.40%,"45,330","1,312","2,247","9,181","1,532","4,657","3,784",596,"1,405","2,452","8,916","5,377","2,651","1,220",7.20%,"45,657",778,"3,525","8,288",666,"4,324","2,998","1,208","1,583","3,230","11,142","4,525","2,620",770,8.40%,12.0,18.0,23.0
401,"Cuyahoga County, Ohio","572,933",846,"21,072","66,614","15,753","61,488","26,727","10,726","45,583","61,891","159,409","50,674","27,610","24,540",5.50%,"579,887","1,201","22,292","72,261","15,557","63,013","25,313","10,920","43,849","60,637","153,951","61,769","25,174","23,950",8.60%,"599,438","1,401","26,505","70,677","16,339","66,889","26,234","10,599","44,254","69,382","158,114","56,532","27,917","24,595",11.00%,50.0,44.0,61.0
402,"Delaware County, Ohio","85,536",765,"3,364","7,860","2,859","9,178","3,111","2,379","10,059","11,056","21,887","5,660","3,255","4,103",4.00%,"99,464",642,"3,687","8,092","4,250","10,999","3,432","2,680","12,717","14,784","22,394","7,726","3,519","4,542",7.80%,"107,971",211,"4,153","11,947","3,092","11,941","3,139","2,148","12,972","14,812","27,358","7,833","4,686","3,679",8.30%,41.0,39.0,44.0
403,"Franklin County, Ohio","573,927","1,713","22,494","43,348","17,964","76,223","26,838","12,388","58,703","64,208","139,776","52,209","26,158","31,905",5.50%,"645,548",973,"24,127","48,474","17,708","81,588","38,547","13,864","69,709","80,829","151,913","67,105","25,915","24,796",8.50%,"710,813","1,904","33,532","52,541","19,253","81,573","48,268","16,582","64,758","89,182","176,424","64,725","31,942","30,129",9.80%,46.0,44.0,51.0
404,"Geauga County, Ohio","44,238",115,"3,951","7,751","1,156","4,625","1,530",434,"3,297","4,128","9,696","3,727","2,665","1,163",4.90%,"47,945",655,"4,106","7,533","2,035","5,680","1,772","1,162","2,956","4,471","9,927","3,731","2,706","1,211",7.40%,"47,058",684,"5,851","6,923","1,170","4,503",936,392,"2,733","5,867","11,094","2,889","2,246","1,770",9.30%,42.0,44.0,46.0
405,"Greene County, Ohio","70,013","1,401","2,655","7,078","1,748","8,119","2,993","1,359","4,257","7,450","18,016","5,193","2,797","6,947",5.40%,"78,307",645,"3,210","8,866","1,821","8,066","2,279","1,106","4,893","9,281","21,037","6,499","4,176","6,428",11.50%,"80,903",352,"3,135","7,155","1,284","10,379","2,492","1,915","2,564","10,758","20,381","8,014","3,025","9,449",9.70%,41.0,42.0,51.0
406,"Hamilton County, Ohio","367,321",90,"16,255","43,665","10,360","44,451","14,392","7,108","26,333","43,316","95,001","37,319","16,109","12,922",6.30%,"392,385",801,"16,057","45,788","9,646","46,858","18,803","6,508","33,616","48,343","99,117","38,849","15,585","12,414",8.70%,"416,586",523,"20,058","47,782","12,432","40,870","26,294","5,539","31,952","53,928","103,024","43,778","16,890","13,516",9.80%,52.0,50.0,67.0
409,"Lake County, Ohio","114,195",769,"6,511","22,370","3,486","13,154","4,292","1,588","8,826","10,149","25,628","9,348","4,670","3,404",4.50%,"120,554",685,"4,725","25,341","4,088","14,555","5,751","1,789","7,666","10,288","27,429","9,405","4,493","4,339",7.40%,"117,813","1,040","6,693","23,746","3,090","14,526","4,214","1,145","10,266","9,384","23,804","10,716","5,068","4,121",9.70%,37.0,43.0,45.0
410,"Licking County, Ohio","78,762",602,"6,134","9,284","1,656","8,317","4,836","1,076","8,055","5,956","18,761","6,222","2,616","5,247",3.70%,"79,938",755,"5,590","9,487","1,598","11,760","3,472","1,283","7,111","6,634","16,368","7,002","3,699","5,179",6.50%,"88,848","1,573","5,142","10,196","1,720","11,236","4,655","1,092","8,635","7,140","21,573","7,602","3,671","4,613",8.70%,41.0,42.0,46.0
411,"Lorain County, Ohio","135,796",568,"8,176","24,257","3,403","14,513","6,537","3,265","6,784","12,307","32,596","11,385","6,211","5,794",5.20%,"138,855","1,210","8,914","22,973","3,940","15,795","5,172","1,806","8,980","12,204","31,620","13,252","6,212","6,777",9.00%,"144,045",509,"8,830","22,480","3,305","17,023","7,371","1,874","6,646","13,166","35,534","14,429","5,335","7,543",8.90%,38.0,34.0,49.0
412,"Lucas County, Ohio","193,662",528,"8,059","26,569","5,539","22,673","11,391","2,892","9,846","18,235","51,170","20,140","9,904","6,716",4.70%,"197,937",397,"8,895","32,443","5,099","22,077","11,292","2,195","6,585","19,714","53,534","20,517","9,720","5,469",7.90%,"197,998",786,"11,001","34,875","5,946","24,676","11,153","2,751","9,183","19,334","46,554","18,437","7,339","5,963",12.00%,40.0,41.0,46.0
413,"Mahoning County, Ohio","96,464",564,"4,878","12,497","2,773","12,875","4,222","2,476","5,296","6,983","27,509","8,224","4,426","3,741",4.20%,"103,419",546,"5,693","13,486","2,750","14,583","5,051","1,220","6,016","9,118","25,624","9,912","5,598","3,822",6.20%,"105,990",819,"6,812","14,495","2,259","13,965","6,513","1,117","4,520","7,894","25,815","12,268","5,377","4,136",8.00%,39.0,42.0,48.0
414,"Medina County, Ohio","87,569",644,"5,980","13,762","2,986","10,042","5,211","2,169","6,485","7,713","19,247","5,607","3,199","4,524",3.40%,"93,013",645,"5,028","15,522","2,617","10,573","4,853","1,122","7,113","8,160","21,784","7,755","4,503","3,338",8.90%,"92,579",701,"5,584","14,458","3,278","8,581","3,268","1,265","7,605","11,190","21,707","7,985","4,032","2,925",10.80%,38.0,46.0,44.0
415,"Miami County, Ohio","46,748",222,"2,865","10,591",972,"6,222","1,489",544,"1,119","4,109","10,339","3,911","2,799","1,566",5.10%,"49,834",206,"2,585","12,152",580,"5,351","1,345",765,"2,762","4,768","10,299","4,879","1,631","2,511",6.60%,"50,272",706,"2,815","13,240","1,184","6,351","2,573","1,000","1,612","3,573","8,377","4,537","2,177","2,127",9.20%,40.0,42.0,44.0
416,"Montgomery County, Ohio","231,879",324,"11,005","26,986","5,474","28,750","10,211","6,414","13,058","23,130","61,591","22,357","9,413","13,166",5.60%,"241,469",610,"12,779","31,620","5,520","25,129","9,715","4,538","13,557","24,657","64,486","25,261","11,493","12,104",9.40%,"250,384",477,"13,361","33,448","4,862","25,308","12,823","3,558","17,651","29,333","64,145","22,901","10,287","12,230",13.10%,45.0,43.0,54.0
417,"Portage County, Ohio","77,333",209,"4,384","14,349","2,631","8,866","2,605","2,198","3,166","5,798","18,759","8,623","3,279","2,466",6.40%,"79,799",756,"4,391","15,413","1,387","8,920","3,612","1,340","2,648","6,402","18,458","9,097","4,858","2,517",8.40%,"83,619",396,"6,493","12,937","2,725","10,023","3,150","1,064","4,249","5,470","18,840","10,322","5,099","2,851",8.70%,37.0,36.0,40.0
419,"Stark County, Ohio","168,075","1,111","9,589","26,573","4,697","18,901","8,716","3,380","10,095","13,172","41,581","17,562","8,054","4,644",4.10%,"184,215","3,032","11,811","30,287","7,331","21,105","7,978","3,537","9,578","15,560","41,633","18,608","9,647","4,108",7.80%,"176,840","1,263","10,966","31,519","6,458","21,226","8,962","1,975","9,710","13,225","40,513","16,899","9,990","4,134",7.20%,46.0,40.0,56.0
420,"Summit County, Ohio","249,952",810,"11,149","36,528","8,520","30,411","11,143","4,102","19,316","23,560","61,816","21,761","12,523","8,313",3.70%,"264,497",591,"11,193","40,694","7,884","34,866","10,838","5,255","18,964","28,282","61,743","26,091","11,401","6,695",7.80%,"270,057",459,"14,665","39,178","8,926","31,399","13,160","4,460","16,522","29,780","64,496","26,995","12,293","7,724",8.70%,42.0,52.0,58.0
421,"Trumbull County, Ohio","86,807",672,"4,580","15,647","1,634","11,219","4,845","1,649","3,874","6,789","20,045","8,650","4,006","3,197",4.30%,"89,646",842,"4,541","20,456","1,357","11,148","5,440","1,351","4,199","6,199","18,911","8,891","3,806","2,505",7.70%,"84,658",486,"4,840","16,933","1,727","10,099","4,216","1,092","4,765","5,525","20,023","7,500","4,338","3,114",8.40%,40.0,40.0,47.0
422,"Warren County, Ohio","101,692",237,"4,601","19,719","3,418","13,284","2,754","1,806","6,955","11,866","22,346","6,920","3,959","3,827",5.80%,"111,476",769,"5,680","17,428","4,929","12,871","3,590","1,771","7,747","13,684","25,772","7,110","5,512","4,613",9.60%,"120,711","1,139","5,549","21,944","2,884","14,219","3,488","1,345","10,080","15,408","26,206","9,353","4,194","4,902",9.80%,43.0,42.0,55.0
423,"Wood County, Ohio","57,825",293,"2,407","9,656","1,550","7,081","2,785","1,162","2,146","4,161","17,059","4,550","3,043","1,932",3.90%,"68,188",788,"3,409","12,593","1,672","7,383","5,222",949,"2,260","4,920","16,536","7,284","2,863","2,309",7.30%,"71,571",453,"3,756","12,982","1,944","6,340","4,451",442,"3,460","4,663","19,999","8,117","2,473","2,491",10.10%,38.0,41.0,44.0
424,"Canadian County, Oklahoma","56,088","1,994","3,128","3,903","3,096","6,314","2,225","1,080","4,021","4,951","12,844","5,259","2,342","4,931",4.10%,"65,288","3,227","4,241","6,349","1,967","9,400","3,586",749,"3,513","5,657","12,383","6,851","2,402","4,963",16.50%,"73,990","4,169","4,210","4,108","2,279","13,466","4,409",794,"4,012","9,001","13,736","6,049","3,637","4,120",10.30%,37.0,37.0,37.0
425,"Cleveland County, Oklahoma","122,363","2,429","7,759","7,817","1,886","14,464","4,654","2,339","7,628","10,028","32,341","11,460","7,410","12,148",4.50%,"137,046","3,982","7,073","9,106","4,001","15,882","6,116","2,515","8,020","12,794","36,703","13,724","6,929","10,201",14.00%,"143,135","3,498","7,248","8,314","2,295","15,834","6,310","2,510","7,138","14,933","40,969","14,506","7,401","12,179",17.00%,45.0,41.0,45.0
426,"Comanche County, Oklahoma","47,730","1,280","3,225","4,408",445,"5,893","2,043",691,"2,568","3,639","10,829","6,132","1,657","4,920",7.60%,"52,450",966,"3,192","3,714",459,"6,375","2,185","1,203","4,057","4,803","11,696","5,010","3,940","4,850",16.80%,"47,014",758,"2,142","3,978",943,"5,696","1,454",775,"2,000","3,473","14,159","4,976","2,083","4,577",9.70%,43.0,40.0,45.0
427,"Creek County, Oklahoma","30,677",943,"2,970","4,180",995,"3,543","2,639",906,"1,147","1,889","6,356","1,990","2,014","1,105",3.00%,"30,759","1,112","2,393","4,494","1,018","4,076","1,847",243,"1,240","2,554","6,214","2,676","1,593","1,299",6.20%,"31,212","1,023","2,886","4,451",706,"3,565","1,851",365,"1,609","3,030","6,407","2,194","1,691","1,434",7.50%,36.0,36.0,38.0
429,"Oklahoma County, Oklahoma","336,125","7,049","24,860","22,160","10,208","39,822","16,970","8,872","25,148","31,191","73,548","34,035","18,490","23,772",6.50%,"367,103","13,716","33,936","24,687","9,200","42,554","12,771","6,794","28,368","39,291","79,622","34,900","20,126","21,138",14.00%,"378,230","13,167","26,306","26,147","10,037","39,628","19,799","5,609","24,859","43,567","84,556","39,504","17,669","27,382",15.20%,46.0,42.0,48.0
431,"Tulsa County, Oklahoma","284,180","3,961","18,892","32,579","9,395","32,504","14,437","9,696","19,728","29,988","61,899","28,613","13,866","8,622",7.00%,"315,206","6,891","20,135","36,434","9,661","35,830","17,835","8,269","20,507","36,434","67,614","27,923","18,763","8,910",9.80%,"319,917","7,585","21,243","34,844","9,501","35,100","20,029","6,513","19,633","34,302","69,617","33,893","17,682","9,975",15.00%,44.0,45.0,54.0
432,"Clackamas County, Oregon","174,392","3,991","13,533","20,711","7,586","21,493","9,137","2,559","14,675","18,850","33,954","12,856","8,761","6,286",4.60%,"199,068","3,721","13,826","23,882","8,429","23,624","9,168","3,350","12,685","23,933","42,253","17,385","9,112","7,700",10.40%,"204,267","3,358","13,914","21,313","7,696","26,255","13,994","3,061","15,336","23,165","42,841","15,239","9,458","8,637",10.80%,30.0,32.0,26.0
433,"Deschutes County, Oregon","66,715",851,"5,085","3,873","1,027","7,310","2,876","1,295","4,405","9,547","14,125","8,908","4,401","3,012",4.20%,"82,207","2,049","7,443","6,228","1,301","8,318","2,515","2,990","4,365","10,947","17,485","9,842","6,665","2,059",8.60%,"96,972","2,669","6,483","8,578","2,130","12,974","3,083","1,373","4,889","10,780","22,199","11,360","6,101","4,353",14.80%,20.0,33.0,30.0
434,"Jackson County, Oregon","84,959","2,825","4,347","6,370","1,657","12,897","3,752","2,477","5,521","6,909","20,201","9,237","4,891","3,875",8.30%,"90,729","3,749","5,653","8,645","1,246","14,035","4,066","1,166","3,473","8,203","22,007","9,376","5,141","3,969",11.00%,"95,442","3,381","6,209","7,449","2,668","13,979","3,971","2,072","4,255","8,358","24,135","10,520","4,408","4,037",11.50%,36.0,43.0,36.0
437,"Lane County, Oregon","155,311","3,127","9,152","14,376","6,423","16,722","5,242","2,334","8,969","14,626","44,941","14,497","9,053","5,849",4.80%,"165,490","3,614","9,022","17,540","4,224","22,892","6,172","3,066","8,797","15,791","43,276","18,286","7,814","4,996",10.30%,"183,052","4,673","12,912","18,970","6,481","22,404","7,775","2,521","9,448","16,617","46,203","20,290","7,684","7,074",10.30%,38.0,40.0,38.0
438,"Linn County, Oregon","46,951","3,044","3,195","6,749","1,294","7,485","1,246",345,"2,646","3,173","10,480","2,525","2,461","2,308",2.90%,"49,437","2,639","2,948","7,393","1,010","6,649","2,415",304,"1,723","3,727","13,264","2,621","1,755","2,989",9.80%,"60,491","2,598","4,631","7,973",985,"5,672","4,463",617,"2,561","4,401","15,602","4,298","3,510","3,180",11.40%,28.0,23.0,26.0
439,"Marion County, Oregon","130,889","8,957","6,307","14,318","4,264","15,032","5,263","1,542","6,568","10,214","29,999","9,154","5,973","13,298",4.50%,"148,397","9,654","12,270","16,052","3,511","18,872","4,627","1,538","7,260","14,242","31,438","11,659","7,096","10,178",17.80%,"155,541","5,393","15,724","14,696","3,577","18,202","6,233","1,207","8,390","11,416","36,698","16,231","6,209","11,565",9.80%,32.0,33.0,27.0
440,"Multnomah County, Oregon","359,931","3,409","16,354","36,153","10,562","38,940","16,742","10,247","22,367","44,331","89,307","39,111","18,791","13,617",4.00%,"419,701","5,985","17,481","36,670","12,832","44,738","18,160","9,763","24,713","59,828","107,665","48,706","19,908","13,252",10.90%,"452,939","4,143","21,944","42,061","10,845","44,929","22,356","11,115","26,689","72,187","112,167","47,729","20,803","15,971",9.20%,34.0,35.0,32.0
442,"Washington County, Oregon","255,515","4,060","12,792","42,361","8,099","30,273","8,776","4,955","21,608","30,207","51,314","19,217","12,665","9,188",4.10%,"288,228","4,684","13,032","50,740","9,647","31,156","9,969","6,766","20,527","40,341","56,039","23,784","10,548","10,995",9.10%,"317,845","2,779","17,648","55,976","9,023","36,488","13,331","5,507","20,529","39,905","67,358","28,316","12,755","8,230",10.40%,32.0,36.0,30.0
443,"Adams County, Pennsylvania","52,368","1,649","5,076","8,767","1,145","5,067","3,403",914,"2,210","3,475","11,161","4,687","1,637","3,177",3.00%,"51,023","1,070","3,315","9,690","1,027","6,518","2,321",529,"1,408","3,439","11,793","4,494","2,594","2,825",7.10%,"52,337","1,062","4,154","7,957","1,110","7,009","2,222",584,"1,424","3,435","13,453","4,606","2,749","2,572",10.00%,42.0,44.0,49.0
444,"Allegheny County, Pennsylvania","589,876","2,044","29,394","45,760","16,253","66,817","27,863","13,125","51,590","64,534","170,789","55,039","27,198","19,470",6.20%,"623,721","5,298","31,703","50,476","18,246","69,522","28,171","12,039","53,100","79,931","170,259","59,249","28,646","17,081",10.10%,"636,557","2,630","32,300","50,290","14,807","67,136","36,748","12,388","56,804","87,938","176,621","53,158","27,659","18,078",14.50%,54.0,53.0,65.0
445,"Armstrong County, Pennsylvania","31,764","1,247","2,347","4,657",695,"3,524","2,529",507,988,"2,085","8,345","2,067","1,677","1,096",3.80%,"27,885",861,"2,958","4,157",647,"2,894","1,324",168,"1,192","1,796","7,807","1,679","1,326","1,076",10.00%,"30,640","1,003","2,810","4,848",659,"3,836","2,316",516,"1,035","2,301","6,914","1,840","1,689",873,9.60%,37.0,46.0,51.0
446,"Beaver County, Pennsylvania","77,709",345,"4,953","8,502","2,116","10,053","7,188",794,"5,057","7,255","18,884","6,417","4,123","2,022",8.50%,"81,321","1,096","4,284","10,565","2,472","9,655","7,216","1,039","4,622","7,578","19,049","7,268","4,217","2,260",13.80%,"80,086","1,104","6,916","7,741","1,972","8,495","6,663",856,"5,807","6,690","22,296","5,477","3,940","2,129",11.70%,45.0,46.0,49.0
447,"Berks County, Pennsylvania","193,364","3,283","10,555","32,843","6,246","21,699","9,077","3,462","10,613","16,398","49,407","14,904","10,856","4,021",5.30%,"200,854","2,523","10,876","39,280","7,314","24,110","10,363","2,602","11,881","18,320","44,631","14,731","8,981","5,242",9.00%,"210,794","3,529","13,814","33,427","5,712","22,639","15,268","3,522","11,291","19,438","50,926","16,180","9,344","5,704",26.90%,42.0,47.0,45.0
448,"Blair County, Pennsylvania","58,564",902,"4,395","8,144","2,048","8,902","3,541",993,"2,109","3,361","14,575","4,844","2,737","2,013",4.30%,"56,198",713,"3,443","6,422","1,618","9,444","4,346","1,170","2,185","2,575","15,047","4,943","2,096","2,196",8.90%,"58,519",491,"5,125","5,383","1,297","7,334","4,675",611,"1,830","4,527","18,019","5,320","2,358","1,549",6.30%,41.0,44.0,33.0
449,"Bucks County, Pennsylvania","318,956",825,"20,568","38,083","10,065","43,713","12,667","6,685","22,448","37,907","76,720","25,541","13,820","9,914",4.50%,"326,430","1,889","22,214","38,472","11,688","40,730","13,709","6,469","24,827","43,533","78,178","23,523","12,756","8,442",10.00%,"334,392","1,400","25,520","35,148","10,775","36,372","14,790","5,862","23,840","43,480","84,528","28,775","14,122","9,780",11.60%,35.0,46.0,47.0
450,"Cambria County, Pennsylvania","62,467","1,296","4,075","6,509","1,875","7,739","3,668",956,"2,766","4,512","16,212","5,094","3,523","4,242",4.70%,"58,413","1,183","2,974","5,047","1,797","6,506","3,577",797,"2,875","3,814","17,589","5,793","3,128","3,333",8.70%,"57,273",836,"3,841","5,222",946,"7,171","5,190",802,"2,329","4,231","16,877","4,650","2,391","2,787",8.50%,39.0,47.0,52.0
451,"Centre County, Pennsylvania","73,162","1,256","3,310","6,465",774,"8,400","2,088",774,"3,896","4,476","29,332","7,405","3,218","1,768",14.40%,"77,408","1,249","3,590","6,720","1,161","7,839","2,243",377,"2,102","7,624","30,048","8,345","3,625","2,485",16.90%,"79,550",979,"2,955","5,678","1,040","8,853","2,433","1,184","3,303","8,376","31,501","6,781","3,690","2,777",10.90%,44.0,42.0,45.0
